"token_id" "token" "lemma" "pos" "entity"
"643" "heterodimerize" "heterodimerize" "VBP" "No entity"
"644" "with" "with" "IN" "No entity"
"645" "retinoic" "retinoic" "NNP" "No entity"
"646" "X" "X" "NNP" "No entity"
"647" "receptors" "receptor" "NNS" "No entity"
"648" "(" "(" "-LRB-" "No entity"
"649" "RXRs" "RXRs" "NNP" "No entity"
"650" ")" ")" "-RRB-" "No entity"
"651" "to" "to" "TO" "No entity"
"652" "regulate" "regulate" "VB" "No entity"
"653" "gene" "gene" "NN" "No entity"
"654" "expression" "expression" "NN" "No entity"
"655" "and" "and" "CC" "No entity"
"656" "cellular" "cellular" "JJ" "No entity"
"657" "function" "function" "NN" "No entity"
"658" "." "." "." "No entity"
"659" " " " " "_SP" "No entity"
"660" "Polymyxin" "Polymyxin" "NNP" "No entity"
"661" "B" "B" "NNP" "No entity"
"662" "inactivated" "inactivate" "VBD" "No entity"
"663" "proteus" "proteus" "NN" "No entity"
"664" "LPS" "LPS" "NNP" "PERSON"
"665" "in" "in" "IN" "No entity"
"666" "a" "a" "DT" "No entity"
"667" "dose" "dose" "JJ" "No entity"
"668" "-" "-" "HYPH" "No entity"
"669" "dependent" "dependent" "JJ" "No entity"
"670" "manner" "manner" "NN" "No entity"
"671" "," "," "," "No entity"
"672" "but" "but" "CC" "No entity"
"673" "these" "these" "DT" "No entity"
"674" "LPS" "LPS" "NNP" "PERSON"
"675" "preparations" "preparation" "NNS" "No entity"
"676" "were" "be" "VBD" "No entity"
"677" "more" "more" "RBR" "No entity"
"678" "resistant" "resistant" "JJ" "No entity"
"679" "to" "to" "IN" "No entity"
"680" "polymyxin" "polymyxin" "NN" "No entity"
"681" "B" "B" "NNP" "No entity"
"682" "than" "than" "IN" "No entity"
"683" "E." "E." "NNP" "No entity"
"684" " " " " "_SP" "No entity"
"685" "CAP18(109" "CAP18(109" "NNP" "No entity"
"686" "-" "-" "HYPH" "No entity"
"687" "135" "135" "CD" "CARDINAL"
"688" ")" ")" "-RRB-" "No entity"
"689" "," "," "," "No entity"
"690" "a" "a" "DT" "No entity"
"691" "granulocyte" "granulocyte" "NN" "No entity"
"692" "-" "-" "HYPH" "No entity"
"693" "derived" "derive" "VBN" "No entity"
"694" "peptide" "peptide" "NN" "No entity"
"695" "," "," "," "No entity"
"696" "inhibited" "inhibited" "JJ" "No entity"
"697" "proteus" "proteus" "NN" "No entity"
"698" "LPS" "LPS" "NNP" "PERSON"
"699" "endotoxicity" "endotoxicity" "NN" "No entity"
"700" "only" "only" "RB" "No entity"
"701" "when" "when" "WRB" "No entity"
"702" "the" "the" "DT" "No entity"
"703" "LPS" "LPS" "NNP" "PERSON"
"704" "/" "/" "SYM" "No entity"
"705" "CAP18(109" "CAP18(109" "NNP" "No entity"
"706" "-" "-" "HYPH" "No entity"
"707" "135" "135" "CD" "CARDINAL"
"708" ")" ")" "-RRB-" "No entity"
"709" "ratio" "ratio" "NN" "No entity"
"710" "was" "be" "VBD" "No entity"
"711" "appropriate" "appropriate" "JJ" "No entity"
"712" "," "," "," "No entity"
"713" "which" "which" "WDT" "No entity"
"714" "suggests" "suggest" "VBZ" "No entity"
"715" "that" "that" "IN" "No entity"
"716" "CAP18(109" "CAP18(109" "NNP" "No entity"
"717" "-" "-" "HYPH" "No entity"
"718" "135" "135" "CD" "CARDINAL"
"719" ")" ")" "-RRB-" "No entity"
"720" "acts" "act" "VBZ" "No entity"
"721" "through" "through" "IN" "No entity"
"722" "a" "a" "DT" "No entity"
"723" "different" "different" "JJ" "No entity"
"724" "mechanism" "mechanism" "NN" "No entity"
"725" "than" "than" "IN" "No entity"
"726" "polymyxin" "polymyxin" "NN" "No entity"
"727" "B." "B." "NNP" "No entity"
"728" " " " " "_SP" "No entity"
"729" "Molecular" "molecular" "JJ" "No entity"
"730" "docking" "docking" "NN" "No entity"
"731" "study" "study" "NN" "No entity"
"732" "revealed" "reveal" "VBD" "No entity"
"733" "that" "that" "IN" "No entity"
"734" "ATP" "ATP" "NNP" "ORG"
"735" "binds" "bind" "NNS" "No entity"
"736" "to" "to" "IN" "No entity"
"737" "the" "the" "DT" "No entity"
"738" "active" "active" "JJ" "No entity"
"739" "site" "site" "NN" "No entity"
"740" "where" "where" "WRB" "No entity"
"741" "the" "the" "DT" "No entity"
"742" "glycine" "glycine" "NN" "No entity"
"743" "-" "-" "HYPH" "No entity"
"744" "rich" "rich" "JJ" "No entity"
"745" "ATP" "ATP" "NNP" "ORG"
"746" "-" "-" "HYPH" "No entity"
"747" "binding" "bind" "VBG" "No entity"
"748" "motif" "motif" "NN" "No entity"
"749" "(" "(" "-LRB-" "No entity"
"750" "G16-X" "G16-X" "NNP" "ORG"
"751" "-" "-" "HYPH" "No entity"
"752" "G18-X" "G18-X" "NNP" "No entity"
"753" "-" "-" "HYPH" "No entity"
"754" "X" "X" "NNP" "No entity"
"755" "-" "-" "HYPH" "No entity"
"756" "G21" "G21" "NNP" "No entity"
"757" ")" ")" "-RRB-" "No entity"
"758" "along" "along" "IN" "No entity"
"759" "with" "with" "IN" "No entity"
"760" "few" "few" "JJ" "No entity"
"761" "conserved" "conserve" "VBN" "No entity"
"762" "residues" "residue" "NNS" "No entity"
"763" "plays" "play" "VBZ" "No entity"
"764" "a" "a" "DT" "No entity"
"765" "crucial" "crucial" "JJ" "No entity"
"766" "role" "role" "NN" "No entity"
"767" "maintaining" "maintain" "VBG" "No entity"
"768" "stability" "stability" "NN" "No entity"
"769" "of" "of" "IN" "No entity"
"770" "the" "the" "DT" "No entity"
"771" "complex" "complex" "NN" "No entity"
"772" "." "." "." "No entity"
"773" " " " " "_SP" "No entity"
"774" "To" "to" "TO" "No entity"
"775" "further" "further" "RB" "No entity"
"776" "identify" "identify" "VB" "No entity"
"777" "the" "the" "DT" "No entity"
"778" "potential" "potential" "JJ" "No entity"
"779" "mechanisms" "mechanism" "NNS" "No entity"
"780" "of" "of" "IN" "No entity"
"781" "LXRα" "LXRα" "NNS" "PERSON"
"782" "activation" "activation" "NN" "No entity"
"783" "on" "on" "IN" "No entity"
"784" "prostate" "prostate" "NN" "No entity"
"785" "cancer" "cancer" "NN" "No entity"
"786" "," "," "," "No entity"
"787" "we" "-PRON-" "PRP" "No entity"
"788" "investigated" "investigate" "VBD" "No entity"
"789" "the" "the" "DT" "No entity"
"790" "effect" "effect" "NN" "No entity"
"791" "of" "of" "IN" "No entity"
"792" "LXR" "LXR" "NNP" "ORG"
"793" "agonist" "agonist" "NN" "No entity"
"794" "T0901317" "T0901317" "NNP" "ORG"
"795" "on" "on" "IN" "No entity"
"796" "PC3" "PC3" "NNP" "No entity"
"797" "prostate" "prostate" "NN" "No entity"
"798" "cancer" "cancer" "NN" "No entity"
"799" "cell" "cell" "NN" "No entity"
"800" "and" "and" "CC" "No entity"
"801" "in" "in" "IN" "No entity"
"802" "which" "which" "WDT" "No entity"
"803" "activity" "activity" "NN" "No entity"
"804" "of" "of" "IN" "No entity"
"805" "beta" "beta" "NN" "No entity"
"806" "-" "-" "HYPH" "No entity"
"807" "catenin" "catenin" "NN" "No entity"
"808" "pathway" "pathway" "NN" "No entity"
"809" "involved" "involve" "VBN" "No entity"
"810" "." "." "." "No entity"
"811" " " " " "_SP" "No entity"
"812" "Peroxisome" "Peroxisome" "NNP" "No entity"
"813" "proliferator" "proliferator" "NN" "No entity"
"814" "activated" "activate" "VBD" "No entity"
"815" "receptor" "receptor" "NN" "No entity"
"816" "gamma" "gamma" "NN" "No entity"
"817" "(" "(" "-LRB-" "No entity"
"818" "PPARγ" "PPARγ" "NNPS" "No entity"
"819" ")" ")" "-RRB-" "No entity"
"820" "agonists" "agonist" "NNS" "No entity"
"821" "may" "may" "MD" "No entity"
"822" "exhibit" "exhibit" "VB" "No entity"
"823" "anti" "anti" "JJ" "No entity"
"824" "-" "-" "JJ" "No entity"
"825" "tumor" "tumor" "JJ" "No entity"
"826" "activity" "activity" "NN" "No entity"
"827" "by" "by" "IN" "No entity"
"828" "transactivating" "transactivating" "NN" "No entity"
"829" "genes" "gene" "NNS" "No entity"
"830" "which" "which" "WDT" "No entity"
"831" "are" "be" "VBP" "No entity"
"832" "closely" "closely" "RB" "No entity"
"833" "associated" "associate" "VBN" "No entity"
"834" "with" "with" "IN" "No entity"
"835" "cell" "cell" "NN" "No entity"
"836" "proliferation" "proliferation" "NN" "No entity"
"837" "," "," "," "No entity"
"838" "apoptosis" "apoptosis" "NN" "No entity"
"839" "," "," "," "No entity"
"840" "and" "and" "CC" "No entity"
"841" "differentiation" "differentiation" "NN" "No entity"
"842" "." "." "." "No entity"
"843" " " " " "_SP" "No entity"
"844" "Potential" "potential" "JJ" "ORG"
"845" "players" "player" "NNS" "No entity"
"846" "that" "that" "WDT" "No entity"
"847" "regulate" "regulate" "VBP" "No entity"
"848" "BBB" "BBB" "NNP" "ORG"
"849" "function" "function" "NN" "No entity"
"850" "are" "be" "VBP" "No entity"
"851" "the" "the" "DT" "No entity"
"852" "liver" "liver" "NN" "No entity"
"853" "X" "x" "NN" "No entity"
"854" "receptors" "receptor" "NNS" "No entity"
"855" "(" "(" "-LRB-" "No entity"
"856" "LXRs" "LXRs" "NNP" "No entity"
"857" ")" ")" "-RRB-" "No entity"
"858" "," "," "," "No entity"
"859" "which" "which" "WDT" "No entity"
"860" "are" "be" "VBP" "No entity"
"861" "ligand" "ligand" "NNP" "No entity"
"862" "activated" "activate" "VBN" "No entity"
"863" "transcription" "transcription" "NN" "No entity"
"864" "factors" "factor" "NNS" "No entity"
"865" "comprising" "comprise" "VBG" "No entity"
"866" "two" "two" "CD" "CARDINAL"
"867" "isoforms" "isoform" "NNS" "No entity"
"868" "," "," "," "No entity"
"869" "LXRα" "LXRα" "NNS" "PERSON"
"870" "," "," "," "No entity"
"871" "and" "and" "CC" "No entity"
"872" "LXRβ" "LXRβ" "NNS" "No entity"
"873" "." "." "." "No entity"
"874" " " " " "_SP" "No entity"
"875" "This" "this" "DT" "No entity"
"876" "study" "study" "NN" "No entity"
"877" "demonstrates" "demonstrate" "VBZ" "No entity"
"878" "that" "that" "WDT" "No entity"
"879" "HNF1alpha" "hnf1alpha" "NN" "GPE"
"880" "as" "as" "RB" "No entity"
"881" "well" "well" "RB" "No entity"
"882" "as" "as" "IN" "No entity"
"883" "HNF4alpha" "hnf4alpha" "NN" "GPE"
"884" "genes" "gene" "NNS" "No entity"
"885" "contain" "contain" "VBP" "No entity"
"886" "a" "a" "DT" "No entity"
"887" "direct" "direct" "JJ" "No entity"
"888" "repeat" "repeat" "NN" "No entity"
"889" "with" "with" "IN" "No entity"
"890" "a" "a" "DT" "No entity"
"891" "space" "space" "NN" "No entity"
"892" "of" "of" "IN" "No entity"
"893" "one" "one" "CD" "CARDINAL"
"894" "nucleotide" "nucleotide" "NN" "No entity"
"895" "(" "(" "-LRB-" "No entity"
"896" "DR1)-retinoic" "dr1)-retinoic" "JJ" "No entity"
"897" "acid" "acid" "NN" "No entity"
"898" "(" "(" "-LRB-" "No entity"
"899" "RA" "RA" "NNP" "ORG"
"900" ")" ")" "-RRB-" "No entity"
"901" "response" "response" "NN" "No entity"
"902" "element" "element" "NN" "No entity"
"903" "that" "that" "WDT" "No entity"
"904" "can" "can" "MD" "No entity"
"905" "be" "be" "VB" "No entity"
"906" "bound" "bind" "VBN" "No entity"
"907" "and" "and" "CC" "No entity"
"908" "regulated" "regulate" "VBN" "No entity"
"909" "by" "by" "IN" "No entity"
"910" "RA" "RA" "NNP" "ORG"
"911" "and" "and" "CC" "No entity"
"912" "retinoid" "retinoid" "VB" "No entity"
"913" "x" "x" "SYM" "No entity"
"914" "receptor" "receptor" "NN" "No entity"
"915" "alpha" "alpha" "NN" "No entity"
"916" "(" "(" "-LRB-" "No entity"
"917" "RXRalpha" "RXRalpha" "NNP" "ORG"
"918" ")" ")" "-RRB-" "No entity"
"919" "complex" "complex" "NN" "No entity"
"920" "." "." "." "No entity"
"921" " " " " "_SP" "No entity"
"922" "Consistent" "consistent" "JJ" "ORG"
"923" "with" "with" "IN" "No entity"
"924" "the" "the" "DT" "No entity"
"925" "hypothesis" "hypothesis" "NN" "No entity"
"926" "," "," "," "No entity"
"927" "we" "-PRON-" "PRP" "No entity"
"928" "showed" "show" "VBD" "No entity"
"929" "that" "that" "IN" "No entity"
"930" "RXRα" "RXRα" "NNS" "No entity"
"931" "bound" "bind" "VBN" "No entity"
"932" "to" "to" "IN" "No entity"
"933" "the" "the" "DT" "No entity"
"934" "IRS1" "IRS1" "NNP" "No entity"
"935" "promoter" "promoter" "NN" "No entity"
"936" "as" "as" "IN" "No entity"
"937" "a" "a" "DT" "No entity"
"938" "heterodimer" "heterodimer" "NN" "No entity"
"939" "with" "with" "IN" "No entity"
"940" "peroxisome" "peroxisome" "JJ" "No entity"
"941" "proliferator" "proliferator" "NN" "No entity"
"942" "-" "-" "HYPH" "No entity"
"943" "activated" "activate" "VBN" "No entity"
"944" "receptor" "receptor" "NN" "No entity"
"945" "δ" "δ" "NNP" "No entity"
"946" "(" "(" "-LRB-" "No entity"
"947" "PPARδ" "PPARδ" "NNP" "No entity"
"948" ")" ")" "-RRB-" "No entity"
"949" "." "." "." "No entity"
"950" " " " " "_SP" "No entity"
"951" "Activated" "Activated" "NNP" "ORG"
"952" "PPARγ" "PPARγ" "NNPS" "No entity"
"953" "induced" "induce" "VBD" "No entity"
"954" "the" "the" "DT" "No entity"
"955" "expression" "expression" "NN" "No entity"
"956" "of" "of" "IN" "No entity"
"957" "genes" "gene" "NNS" "No entity"
"958" "involved" "involve" "VBN" "No entity"
"959" "in" "in" "IN" "No entity"
"960" "enterohepatic" "enterohepatic" "JJ" "No entity"
"961" "circulation" "circulation" "NN" "No entity"
"962" "and" "and" "CC" "No entity"
"963" "bile" "bile" "NN" "No entity"
"964" "acid" "acid" "NN" "No entity"
"965" "synthesis" "synthesis" "NN" "No entity"
"966" "(" "(" "-LRB-" "No entity"
"967" "like" "like" "IN" "No entity"
"968" "PCG1α" "PCG1α" "NNP" "No entity"
"969" "," "," "," "No entity"
"970" "BSEP" "BSEP" "NNP" "ORG"
"971" "," "," "," "No entity"
"972" "MRP2" "MRP2" "NNP" "GPE"
"973" "," "," "," "No entity"
"974" "MRP3" "MRP3" "NNP" "GPE"
"975" "," "," "," "No entity"
"976" "MRP4" "MRP4" "NNP" "PERSON"
"977" "," "," "," "No entity"
"978" "NTCP" "NTCP" "NNP" "ORG"
"979" "," "," "," "No entity"
"980" "CYP7A1" "CYP7A1" "NNP" "No entity"
"981" "," "," "," "No entity"
"982" "CYP27A1" "CYP27A1" "NNP" "PERSON"
"983" "," "," "," "No entity"
"984" "ASBT" "ASBT" "NNP" "GPE"
"985" "," "," "," "No entity"
"986" "OSTα" "OSTα" "NNPS" "No entity"
"987" "," "," "," "No entity"
"988" "and" "and" "CC" "No entity"
"989" "OSTβ" "OSTβ" "NNS" "No entity"
"990" ")" ")" "-RRB-" "No entity"
"991" "." "." "." "No entity"
"992" " " " " "_SP" "No entity"
"993" "However" "however" "RB" "No entity"
"994" "," "," "," "No entity"
"995" "when" "when" "WRB" "No entity"
"996" "HNF4" "HNF4" "NNP" "No entity"
"997" "levels" "level" "NNS" "No entity"
"998" "were" "be" "VBD" "No entity"
"999" "increased" "increase" "VBN" "No entity"
"1000" "in" "in" "IN" "No entity"
"1001" "HepG2" "HepG2" "NNP" "GPE"
"1002" "cells" "cell" "NNS" "No entity"
"1003" "by" "by" "IN" "No entity"
"1004" "co" "co" "NN" "No entity"
"1005" "-" "-" "NN" "No entity"
"1006" "transfection" "transfection" "NN" "No entity"
"1007" "," "," "," "No entity"
"1008" "it" "-PRON-" "PRP" "No entity"
"1009" "resulted" "result" "VBD" "No entity"
"1010" "in" "in" "IN" "No entity"
"1011" "the" "the" "DT" "No entity"
"1012" "enhancement" "enhancement" "NN" "No entity"
"1013" "of" "of" "IN" "No entity"
"1014" "CYP2D6" "CYP2D6" "NNP" "No entity"
"1015" "promoter" "promoter" "NN" "No entity"
"1016" "activity" "activity" "NN" "No entity"
"1017" "," "," "," "No entity"
"1018" "indicating" "indicate" "VBG" "No entity"
"1019" "that" "that" "IN" "No entity"
"1020" "HNF4" "HNF4" "NNP" "No entity"
"1021" "could" "could" "MD" "No entity"
"1022" "overcome" "overcome" "VB" "No entity"
"1023" "the" "the" "DT" "No entity"
"1024" "repressive" "repressive" "JJ" "No entity"
"1025" "effect" "effect" "NN" "No entity"
"1026" "of" "of" "IN" "No entity"
"1027" "COUP" "COUP" "NNP" "ORG"
"1028" "-" "-" "HYPH" "No entity"
"1029" "TFI" "TFI" "NNP" "No entity"
"1030" "." "." "." "No entity"
"1031" " " " " "_SP" "No entity"
"1032" "Indeed" "indeed" "RB" "No entity"
"1033" "," "," "," "No entity"
"1034" "treatment" "treatment" "NN" "No entity"
"1035" "with" "with" "IN" "No entity"
"1036" "the" "the" "DT" "No entity"
"1037" "PPARalpha" "pparalpha" "NN" "NORP"
"1038" "-" "-" "HYPH" "No entity"
"1039" "PPARbeta" "PPARbeta" "NNP" "No entity"
"1040" "/" "/" "SYM" "No entity"
"1041" "delta" "delta" "NNP" "No entity"
"1042" "agonist" "agonist" "NNP" "No entity"
"1043" "bezafibrate" "bezafibrate" "NNP" "No entity"
"1044" "led" "lead" "VBD" "No entity"
"1045" "to" "to" "IN" "No entity"
"1046" "the" "the" "DT" "No entity"
"1047" "up" "up" "NN" "No entity"
"1048" "-" "-" "HYPH" "No entity"
"1049" "regulation" "regulation" "NN" "No entity"
"1050" "of" "of" "IN" "No entity"
"1051" "I" "I" "NNP" "No entity"
"1052" "-" "-" "HYPH" "No entity"
"1053" "BABP" "BABP" "NNP" "No entity"
"1054" "mRNA" "mRNA" "NNP" "No entity"
"1055" "levels" "level" "NNS" "No entity"
"1056" "in" "in" "IN" "No entity"
"1057" "the" "the" "DT" "No entity"
"1058" "human" "human" "JJ" "No entity"
"1059" "intestine" "intestine" "NN" "No entity"
"1060" "-" "-" "HYPH" "No entity"
"1061" "derived" "derive" "VBN" "No entity"
"1062" "Caco-2" "Caco-2" "NNP" "No entity"
"1063" "cells" "cell" "NNS" "No entity"
"1064" "." "." "." "No entity"
"1065" " " " " "_SP" "No entity"
"1066" "PD" "PD" "NNP" "ORG"
"1067" "affected" "affect" "VBD" "No entity"
"1068" "the" "the" "DT" "No entity"
"1069" "QS" "QS" "NNP" "No entity"
"1070" "regulated" "regulate" "VBN" "No entity"
"1071" "virulence" "virulence" "NN" "No entity"
"1072" "factor" "factor" "NN" "No entity"
"1073" "production" "production" "NN" "No entity"
"1074" "in" "in" "IN" "No entity"
"1075" "S." "S." "NNP" "GPE"
"1076" " " " " "_SP" "No entity"
"1077" "miR-335" "miR-335" "NNP" "No entity"
"1078" "overexpression" "overexpression" "NN" "No entity"
"1079" "promoted" "promote" "VBD" "No entity"
"1080" "tumor" "tumor" "NN" "No entity"
"1081" "growth" "growth" "NN" "No entity"
"1082" "by" "by" "IN" "No entity"
"1083" "downregulating" "downregulate" "VBG" "No entity"
"1084" "RBM10" "RBM10" "NNP" "No entity"
"1085" "and" "and" "CC" "No entity"
"1086" "upregulating" "upregulate" "VBG" "No entity"
"1087" "Numb" "Numb" "NNP" "No entity"
"1088" "-" "-" "HYPH" "No entity"
"1089" "L" "L" "NNP" "No entity"
"1090" "level" "level" "NN" "No entity"
"1091" "in" "in" "IN" "No entity"
"1092" "xenograft" "xenograft" "NNP" "No entity"
"1093" "mouse" "mouse" "NNP" "No entity"
"1094" "model" "model" "NN" "No entity"
"1095" "." "." "." "No entity"
"1096" " " " " "_SP" "No entity"
"1097" "apoe" "apoe" "NNP" "No entity"
"1098" "," "," "," "No entity"
"1099" "abca-1" "abca-1" "NNP" "No entity"
"1100" "," "," "," "No entity"
"1101" "down" "down" "RB" "No entity"
"1102" "regulated" "regulated" "JJ" "No entity"
"1103" "APP" "app" "NN" "ORG"
"1104" "processing" "processing" "NN" "No entity"
"1105" "and" "and" "CC" "No entity"
"1106" "Aß" "aß" "IN" "No entity"
"1107" "production" "production" "NN" "No entity"
"1108" "with" "with" "IN" "No entity"
"1109" "significant" "significant" "JJ" "No entity"
"1110" "improvement" "improvement" "NN" "No entity"
"1111" "in" "in" "IN" "No entity"
"1112" "memory" "memory" "NN" "No entity"
"1113" "functions" "function" "NNS" "No entity"
"1114" "." "." "." "No entity"
"1115" " " " " "_SP" "No entity"
"1116" "7" "7" "CD" "CARDINAL"
"1117" "macrophages" "macrophage" "NNS" "No entity"
"1118" "," "," "," "No entity"
"1119" "to" "to" "IN" "No entity"
"1120" "down" "down" "RB" "No entity"
"1121" "-" "-" "HYPH" "No entity"
"1122" "regulate" "regulate" "VB" "No entity"
"1123" "the" "the" "DT" "No entity"
"1124" "expression" "expression" "NN" "No entity"
"1125" "of" "of" "IN" "No entity"
"1126" "two" "two" "CD" "CARDINAL"
"1127" "LXR" "LXR" "NNP" "ORG"
"1128" "-" "-" "HYPH" "No entity"
"1129" "dependent" "dependent" "JJ" "No entity"
"1130" "genes" "gene" "NNS" "No entity"
"1131" "," "," "," "No entity"
"1132" "ABCA1" "abca1" "NN" "No entity"
"1133" "and" "and" "CC" "No entity"
"1134" "ABCG1" "ABCG1" "NNP" "No entity"
"1135" "," "," "," "No entity"
"1136" "and" "and" "CC" "No entity"
"1137" "finally" "finally" "RB" "No entity"
"1138" "to" "to" "TO" "No entity"
"1139" "induce" "induce" "VB" "No entity"
"1140" "atherosclerotic" "atherosclerotic" "JJ" "No entity"
"1141" "lesions" "lesion" "NNS" "No entity"
"1142" "in\240\vivo" "in\240\vivo" "NNP" "No entity"
"1143" "using" "use" "VBG" "No entity"
"1144" "an" "an" "DT" "No entity"
"1145" "ApoE-/-" "ApoE-/-" "NNP" "GPE"
"1146" "mouse" "mouse" "NN" "No entity"
"1147" "model" "model" "NN" "No entity"
"1148" "." "." "." "No entity"
"1149" " " " " "_SP" "No entity"
"1150" "CSE" "CSE" "NNP" "ORG"
"1151" "mildly" "mildly" "RB" "No entity"
"1152" "regulates" "regulate" "VBZ" "No entity"
"1153" "the" "the" "DT" "No entity"
"1154" "cholesterol" "cholesterol" "NN" "No entity"
"1155" "metabolism" "metabolism" "NN" "No entity"
"1156" "-" "-" "HYPH" "No entity"
"1157" "related" "relate" "VBN" "No entity"
"1158" "genes" "gene" "NNS" "No entity"
"1159" "," "," "," "No entity"
"1160" "such" "such" "JJ" "No entity"
"1161" "as" "as" "IN" "No entity"
"1162" "low" "low" "JJ" "No entity"
"1163" "density" "density" "NN" "No entity"
"1164" "lipoprotein" "lipoprotein" "NN" "No entity"
"1165" "(" "(" "-LRB-" "No entity"
"1166" "LDL" "LDL" "NNP" "PRODUCT"
"1167" ")" ")" "-RRB-" "No entity"
"1168" "receptor" "receptor" "NN" "No entity"
"1169" "and" "and" "CC" "No entity"
"1170" "Liver" "Liver" "NNP" "No entity"
"1171" "X" "X" "NNP" "No entity"
"1172" "receptor" "receptor" "NN" "No entity"
"1173" "(" "(" "-LRB-" "No entity"
"1174" "LXR)β" "lxr)β" "NN" "No entity"
"1175" "." "." "." "No entity"
"1176" " " " " "_SP" "No entity"
"1177" "In" "in" "IN" "No entity"
"1178" "this" "this" "DT" "No entity"
"1179" "study" "study" "NN" "No entity"
"1180" "," "," "," "No entity"
"1181" "regulation" "regulation" "NN" "No entity"
"1182" "of" "of" "IN" "No entity"
"1183" "HDL" "HDL" "NNP" "ORG"
"1184" "biogenesis" "biogenesis" "NN" "No entity"
"1185" "by" "by" "IN" "No entity"
"1186" "NOB" "NOB" "NNP" "ORG"
"1187" "was" "be" "VBD" "No entity"
"1188" "investigated" "investigate" "VBN" "No entity"
"1189" "modulating" "modulate" "VBG" "No entity"
"1190" "ABCA1" "abca1" "NN" "No entity"
"1191" "and" "and" "CC" "No entity"
"1192" "ABCG1" "abcg1" "JJ" "No entity"
"1193" "expression" "expression" "NN" "No entity"
"1194" "." "." "." "No entity"
"1195" " " " " "_SP" "No entity"
"1196" "PPARα" "PPARα" "NNS" "No entity"
"1197" "antagonists" "antagonist" "NNS" "No entity"
"1198" "," "," "," "No entity"
"1199" "GW6471" "GW6471" "NNP" "PERSON"
"1200" "and" "and" "CC" "No entity"
"1201" "MK886" "MK886" "NNP" "PERSON"
"1202" "," "," "," "No entity"
"1203" "could" "could" "MD" "No entity"
"1204" "significantly" "significantly" "RB" "No entity"
"1205" "inhibit" "inhibit" "VB" "No entity"
"1206" "the" "the" "DT" "No entity"
"1207" "furanone" "furanone" "RB" "No entity"
"1208" "-" "-" "HYPH" "No entity"
"1209" "induced" "induce" "VBN" "No entity"
"1210" "lipid" "lipid" "NN" "No entity"
"1211" "-" "-" "HYPH" "No entity"
"1212" "lowering" "lower" "VBG" "No entity"
"1213" "effect" "effect" "NN" "No entity"
"1214" "." "." "." "No entity"
"1215" " " " " "_SP" "No entity"
"1216" "Further" "further" "RB" "No entity"
"1217" "," "," "," "No entity"
"1218" "MafB" "MafB" "NNP" "No entity"
"1219" "promotes" "promote" "VBZ" "No entity"
"1220" "cholesterol" "cholesterol" "NN" "No entity"
"1221" "efflux" "efflux" "NN" "No entity"
"1222" "from" "from" "IN" "No entity"
"1223" "macrophage" "macrophage" "NN" "No entity"
"1224" "foam" "foam" "NN" "No entity"
"1225" "cells" "cell" "NNS" "No entity"
"1226" "by" "by" "IN" "No entity"
"1227" "directly" "directly" "RB" "No entity"
"1228" "up" "up" "RB" "No entity"
"1229" "-" "-" "HYPH" "No entity"
"1230" "regulating" "regulate" "VBG" "No entity"
"1231" "its" "-PRON-" "PRP$" "No entity"
"1232" "key" "key" "JJ" "No entity"
"1233" "cellular" "cellular" "JJ" "No entity"
"1234" "mediators" "mediator" "NNS" "No entity"
"1235" "." "." "." "No entity"
"1236" " " " " "_SP" "No entity"
"1237" "Choline" "Choline" "NNP" "No entity"
"1238" "and" "and" "CC" "No entity"
"1239" "Met" "Met" "NNP" "No entity"
"1240" "upregulated" "upregulate" "VBD" "No entity"
"1241" "the" "the" "DT" "No entity"
"1242" "phosphorylation" "phosphorylation" "NN" "No entity"
"1243" "level" "level" "NN" "No entity"
"1244" "of" "of" "IN" "No entity"
"1245" "AMPK" "AMPK" "NNP" "ORG"
"1246" "-" "-" "HYPH" "No entity"
"1247" "α" "α" "NNP" "No entity"
"1248" "," "," "," "No entity"
"1249" "which" "which" "WDT" "No entity"
"1250" "was" "be" "VBD" "No entity"
"1251" "blocked" "block" "VBN" "No entity"
"1252" "by" "by" "IN" "No entity"
"1253" "BML" "BML" "NNP" "ORG"
"1254" "(" "(" "-LRB-" "No entity"
"1255" "an" "an" "DT" "No entity"
"1256" "AMPK" "AMPK" "NNP" "ORG"
"1257" "-" "-" "HYPH" "No entity"
"1258" "α" "α" "NN" "No entity"
"1259" "inhibitor" "inhibitor" "NN" "No entity"
"1260" ")" ")" "-RRB-" "No entity"
"1261" "." "." "." "No entity"
"1262" " " " " "_SP" "No entity"
"1263" "In" "in" "IN" "No entity"
"1264" "the" "the" "DT" "No entity"
"1265" "phenobarbital" "phenobarbital" "JJ" "No entity"
"1266" "-" "-" "HYPH" "No entity"
"1267" "treated" "treat" "VBN" "No entity"
"1268" "mice" "mouse" "NNS" "No entity"
"1269" "," "," "," "No entity"
"1270" "the" "the" "DT" "No entity"
"1271" "binding" "binding" "NN" "No entity"
"1272" "of" "of" "IN" "No entity"
"1273" "both" "both" "CC" "No entity"
"1274" "CAR" "CAR" "NNP" "ORG"
"1275" "and" "and" "CC" "No entity"
"1276" "RXR" "RXR" "NNP" "ORG"
"1277" "was" "be" "VBD" "No entity"
"1278" "rapidly" "rapidly" "RB" "No entity"
"1279" "increased" "increase" "VBN" "No entity"
"1280" "before" "before" "IN" "No entity"
